content,score
Tolong berbaiki masalah jaringan saat mememulai pertandingan. Maslah jaringan ini juga mengurangi credit skor saya karena belum siap saat hendak memulai pertandingan. Padahal saat itu jaringan saya stabil (bewarna hijau) tetapi entah kenapa saya tidak bisa masuk ke dalam pertandingan. Jadi mohon perbaikannya MOONTON,1
Terimakasih atas skin gratis nya montoon tapi musuh nya susah susah banget dan team nya malah dark sistem Layla roam lah dan lain lain boleh kah di perbaiki Untuk itu agar lebih banyak pemain di mobile legend.dan untuk mendapat kan battle point sangat susah tolong agar banyak bonus agar bisa beli banyak Hero untuk pemula,4
monton tolong lah di perbaiki lagi. di setiap selesai draft pick mau masuk ke pertandingan gak pernah bisa masuk stak di draft. udah di uninstall download lagi tetep sama saja gx bisa masuk ke pertandingan,1
"masih sama kalau dari segi pertempuran, cuman memperbagus lobby room aja. selebih nya kalai di dalam pertandingan masih harus ada yang di fix, dan kenapa setiap bintang terakhir selalu aja dapet tim yang gak jelas.",2
Ratingnya masih kalah jauh sama HOK😂🤣🤣🤣🤣 padahal event/pembagian skin berupa berupa. Tapi masih belum bisa mengimbangi ratingnya HOK 4.1. Udahlah woi. Game kalian sudah TAMAT. GAME LELUCON INI MAH. GAME TERGANTUNG DENGAN SEBERAPA PEMAIN TOP UP DAN TIDAK🤣🤣🤣🤣,1
"game gajelas banyak dark sistem+player yang udah ngerti main di satu tim dengan player baru yang ga ngerti apa apa. gimana playernya gamau pindah game ke sebelah, dark sistemnya aja masih banyak, kami player cuman butuh di ilangkan dark sistem, bukan di beri skin gratis",1
aku kasih bintang 5 ke game ini karena game ini soalnya grafiknya yang sudah berubah dan semakin lancar nggak lag lag lagi kayak dulu tapi Hero di mobile legends nya tambahin lagi dong biar lebih seru terima kasih😊,5
Kepada yang bikin game kenapa gua harus dapat tim yang main nya kaya warior terus kenapa kalo dapat tim lawan mainya kompak waktu dulu sinyalnya ngeleg terus sekarang malah dapat drak sistem kalo terus² gini kapan naik rank nya gua udh turun berpa kali kalo di bandingin Ama game lain bagus game lain misalnya game HOK tolong terima kritikan gw jangan nga dianggep gw itu pengen naik rank susah amat terus percuma ngeluarin skin pada bagus semua kalo dapat drak sistem mah nggak ngaruh,1
"moonton, tolong ini knp ya saya login kok ga bisa masuk? cuma ada tulisan moontonnya doang trus black screen berulang kali,tapi ga bisa masuk ke dalam servernya/lobbynya, udh dicoba ikutin cara di tiktok dengan cara hapus data,hapus ml trus download lagi tapi masih aja tetap kayak gitu?, kalo memang ada kesalahan/bug coba perbaiki lagi!, nyusahin bgt mana saya sudah banyak ngeluarin duit/top up buat game ini!",1
"Menyenangkan bermain 5 orang setim, serasa melatih comunicatoin team, team work, dan leadership, dalam pertandingan rank, dan jika bosan ada segmen game lain seperti magic chess, brawl, classic, dan practice hero. Awal mula lenal game dari iklan tiktok yang menarik, sehingga saya mencoba bermain dan akhirnya ketagihan, apalagi sekarang banyak event yang berhadiah skin hero exclusive. Cuman kendala terberat adalah spesifikasi device yangbharus mrmeadai untuk bermain game ini, agar memperoleh mvp",5
"Game nya kurang baik bukan karena event,tapi kenapa ya saya selalu dapet tim dark sistem sedangkan tim musuh itu jago"". Tentang event menarik semua tapi tolong perbaiki biar tim saya dapat jago sama kayak musuh nya biar seimbang🙏",2
"Game aneh, matchmaking sangat tidak adil. Sebisa mungkin jika saya bermain solo, temukan dengan orang yang bermain solo juga, jangan malah bertemu duo dan trio yang notabenenya lebih banyak chemistry dibandingkan player solo. Dan team sendiri harus dipikir lah moonton, kenapa selalu dapat tim yang tidak adil, matchmaking tidak balance dan aneh. Mendingan pindah ke Honor of Kings yang dimana lebih balance untuk sistem gameplay dan pengaturannya, tolong sebisa mungkin dijadikan lebih adil lagi.",1
untuk game nya bagus heronya banyak dan juga skinya tapi yg bikin males main main rank menang 1 kali langsung dikasih kalah atau dikasih lose treak berkali kali jadi kaya kurang asik gamenya sekian dan terima kasih hanya itu saja ulasan saya terimasakih moonton,4
"untuk sekarang oke sih soalnya banyak even² yg bisa di tukerin jadi skin, tapi untuk game nya kadang ga seimbang sekarang legend sama mythic banyak bgt bocah keliatan dari cara mainnya juga, beda sama dulu, dulu tier legend aja susah nya minta ampun",5
"Tolong ya ml, buat gamenya udah bagus bug sudah diperbaiki, tetapi tolong kali , untuk bermain jangan lah server luar kau satuin sama server Indonesia, jadi ga konsisten, moonton,tolong lah, dari pada aku pensi atau pindah game , lebih baik di perbaiki, ya, terutama server Myanmar, sama vietnam",2
"sebenarnya mudah mainnya cuma kebanyakan ada yang pake cheat,terus akun bisa dicuri,padahal kaga pernah ngasih id ke orng lain,semakin di update eh malah nambah patah""+lag,padahal jaringannya bagus",1
"tolong ya moonton perbaiki banyak sekali bugnya.liataja lama lama banyak yg bakalan pensi gara gara bug ngeselin contohnya pas masuk ke in game tiba2 keluar, patah2 padahal ram 4, ngeleg ada tulisan koneksi terputus padahal sinyal bagus banget buat liat youtube lancar giliran main ngelegnya minta ampun ayolah perbaiki saya yakin banyak banget yg ngalamin tapi gak mau respon",1
"Minimal player nya diatur dulu, masa dapat tim beban mulu, tim musuh pada jago, saya sehari main 4jam cuman menang 1x aja, yg bener lah woi, Masa player lama di giniin",1
"Banyak dark sistem aku saranin bisa ngelaporin saat masih bermain bukan sesudah kebanyakan saat ada yang afk setelah itu pertandingan selesai tidak ada protection point padahal disengaja, atau tidak memakai video+saat login tiba tiba layar hitam tapi masih ada suara, aneh.",1
Game nya bagus banget dan pilihan skin nya banyak dan ada skin geratis nya cara mendapatkannya gampang tinggal menyelesaikan misinya pilihan heronya banyak banget dan juga bisa bermain bersama teman ya walaupun hanya diperbolehkan 5 orang yang bermain di pertandingannya.,5
"Moonton setelah update semakin ngk seru ngk kaya dulu lagi , moonton yang sekarang banyak bug nya seperti jaringan nya berwarna hijau tapi malah ngeleg parah sumpah moonton yang sekarang semakin banyak kurang nya , ayolah moonton jangan pilih kasih lah , masa sama anak nya sendiri ngk di kasih drak sistem sedang kan kita malah di kasih drak sistem sih tolong lain kali di perbaiki lah, selama ini baik cuma dari warior sampai epic 5 dong tolong benerin lagi masa aku ngestack di epic 5 terus",1
"Sebelumnya mohon maap saya kasih bintang 1. Game sudah bagus dari grafik nya banyak even. Tapi Tolong lah sistemnya di perbaiki lagi, apalah main 100 mats lebih rank tetap stak di situ² aja, tim musuh jago² lah sedangkan tim guwe malah kek bot. Niat main buat ngilangin setres jadinya malah tambah setres. Hadeh apalah game ini.",1
"Matchmaking makin buruk di tiap seasonnya. Gamr ini hanya fokus ke penjualan dan event saja, untuk gamrplay makin lama makin tidak menarik. 1 team untuk bermain solo, dikasih role yang sama. SERVER MOONTON MAKIN BOBROK",1
Seru dan tidak membosankan dan di game mobile legend ini banyak sekali yang dapat kita ambil pelajaran positifnya seperti ketangkasan kecepatan kecerdikandan masih banyak lagi yang bisa diambil dari segi positifnya melalui game satu ini yaitu mobile legend,5
Gamenya setelah update season 34 makin berat dan ketika ganti akun harus dondol data 10% Season kemarin ganti akun langsung main tanpa donlowd data. Untuk verifikasi kode gmail juga sering ada keterangan koneksi tidak stabil padahal main lancar aja. Mohon diperbaiki sebelum banyak yang pensi dan pindah game lain,1
Saya kira say doank yang mengalami masalah jaringan..setiap kali ketemu musuh jaringan hilang..kalau Hero sudah mati normal kembali..begitu seterusnya..lalu kapan saya bisa naik rank..konyol.,1
"Untuk Patch Suyou/Sekarang Sangat Kurang Memuaskan Karna Server Yang Lag,Dan Sangat Berat,Padahal Saya Sudah Memakai Setingan Grafik Rendah,Dan Tidak Mendownload Semua Data,Tapi Masih Saja Sangat Berat,Mungkin Bisa Di Perbaiki?.",3
banyak masalah 1.ketidak seimbangan tim 2.bug jaringan 3.ketidak seimbangan lawan tolong di perbaiki lagi dalam mengatur rim dan lawan yang akan di berikan agar tidak merugikan pemain,1
"Dear : Moontoon. Sistem pilih role sebaiknya di tetapkan sebelum 'match making'. Setiap role memiliki hero tersendiri yg tidak dimiliki oleh role lain. Setelah berada di 'draft pick', player yg sudah memilih role sebelum match making tidak dapat berpindah role. Hal ini untuk meminimalisir adanya player yang saling memperebutkan role. Intinya, ketika sudah masuk kedalam draft pick, setiap player sudah memegang role tersendiri dan hanya dapat menggunakan hero dalam role tersebut. Thanks.",5
awalnya iya sih gw kasih 5 bintang.... tapi baru baru ini update sinyal jadi lag parah!!! mau saingin game sebelah malah kasih event gratis kocak lu! perbaiki dulu bos bug bug kayak sinyal dll baru rame. mereka yang pindah juga gara gara bug jaringan dan semacamnya bukan karna gak lu kasih skin gratis moonton!!!!!!!,1
"Game apaan masa gua gendong gendong mulu dapet tim kaga bisa main di kasih tau so ngerasa paling tau, minimal ngasih tim yang bener lahh bikin server dari setiap role jadi gak tabrakan role, guaa role assasin ketemu role asassin semua jadi tabrakan hero. gimana si bikin game bisa nyelesain kaya gini kaga bisa, masalah jaringan jugaa sinyal wifi full 8mbps masa ping 240 padahal baru bayar bulanan MIKIR LAH game banyak minus nyaa. Tolong di perbaiki terimakasih.",5
"Ga seruuu!! Bikin stressss, temanya dark sistem , gjls , ga usah download game ini , game nya burik , moonton ga seruuuuu , aku main malah di kasih temen dark sistem musuhnya malah pro pro pro . Dah lah mau pindah game aja . Ohh iya , mending main HOK aja ga dark sistem seru , menyenangkan , Pokonya mah seruuu banget. Daripada ml ini bikin stressss aja . Saran dari aku ya tolongggg game nya itu di seimbangin sama kitanya . Jadinya tuh seimbanggg . Yaudah gitu aja saran dari akuuu makasihhhhhhhhh",1
"Game play to win, saya jarang bermain mlbb. Sekalinya saya bermain saya selalu kalah lane dikarenakan set up musuh seperti emblem lebih level up dari pada saya Dan juga disaat saya sering bermain saya malah mengalami losestreak, mohon untuk menyesuaikan set up moonton",3
"APLIKASI NYA BAGUSS BGTTT, KALIAN WAJIB DOWNLOAD SIHH, tapi menurutku kurangin dark sistem nya ya hhee, soalnya gara² ketemu dark sistem mulu main rank tuh susahhh, ofc aku pemain solo. udah sih mungkin segitu aja yang aku bisa ucapin, sekali lagi tolong kurangin dark sistem nya/seimbangin antara musuh sama tim kita",5
"Game makin lama makin berat,matchmaking tidak seimbang,dan kalau gacha peluang dapat skin itu sangat sulit, yg disebukan di atas td tolong diperbaiki moonton, soalnya sudah banyak player yang resah dengan masalah matchmaking,untuk skin belakangan aja perbaiki dulu matchmakingnya,itu saja terima kasih",4
"jujur ly game nya dah bagus tapi tolong kolok di update jangan menurunkan rank. saya yang awalnya Grandmaster 1 turun ke Grandmaster 3 padahal 2 bintang lagi epic, terus entah kenapa suka kayak lag gitu padahal paket aman, dan wifi juga aman jadi tolong lebih diperbaiki lagi",4
"Game ini bangus, banyak mendapatkan skin yang bagus tapi kadang punya bug bug nya setiap kena skil aurora atau menggunakan sekil beku hero nya gak bisa gerak game ini ssangat 👍👍😎",4
"saya terkena sesuatu saat ingin login, 2minggu ini tidak dapat login. Saat akkan login hanya ada tulisan logo moonton dan molbile legends yg di ulangi secara terus menerus. Saya jarap montoon dapat menyelesaikan maslah ini secepatnya.",2
"Sangat sangat kecewa dengan game satu ini bukan masalah bug atau pun gameplay di dalam game ini hanya saja pemilihan tim yang sangat buruk, saya selalu menemukan tim yang trol (dari sistem) begitu juga musuh yang sangat mahir / jago dalam bermain,jadi mohon perlakukanlah tim dengan adil",1
hai pihak moonton saya sebagai pemain ml sangat kecewa dengan fitur anda yaitu fitur menyambungkan ulang pertandingan.di karenakan sangatlah lama untuk bergabung. ketika saya keadaan login ulang untuk masukin game nya sangat lama.. mohon pihak moonton tolong di perbaiki dan di percepat nyambung ulang nya sekian terimakasih 👍👍,1
"setelah di update banyak bug dan lag, saat dipertandingan tiba"" berhenti dan layar menjadi biru. tolong monton perbaiki, saya merasa sangat tidak nyaman karena dulu saya bermain semuanya sangat baik"" saja.",3
"Game nya bagus tapi system' nya ga adil, ga nyaranin sih buat main game ini,game penghancur mental gini,semoga system' nya bisa bijak dalam matchmaking,bijak dalam memberi tim dan enemy,semua orang jika kalah karena kedua tim kuat,pasti juga akan merasa puas,lah ini berat sebelah gini,giliran enemy bagus"" player nya and giliran di tim ke orang baru main player nya,""bijak lah dalam matchmaking"",kasihan orang yang main game ini,type orang nya berbeda beda,lu bisa membunuh mental orang"" moonton NT.",1
"Ml akhir"" ini banyak bug, assist tidak terhitung dan mic kadang ngebug, contohnya ditampilan speaker sudah hidup tapi bagian bawah Deket chat masih mati, dan tidak bisa hidupkan mic saat speaker tidak aktif",2
"Untuk pihak dev, mungkin sistem nya bisa di tingkatkan kembali, seperti ketika sebuah player melakukan trolling atau melakukan feed dengan sengaja bisa ke deteksi otomatis melalui sistem. Contoh ketika player tersebut melakukan feed di dalam 1 match maka langsung di berikan pinalty di dalam match tersbut, supaya player player tidak dengan sengaja melakukan trolling yang dapat merugikan team, Jujur saya sudah sering bertemu player yang seperti dan sangat merugikan👎👎",1
"Game bikin emosi ya game ini, kalo mau naik level pasti dibikin lose strike. Dikasik tim amburadul, ditambah musuh overpower, katanya pertandingan adil? Turret musuh ja kadang gak hncur satupun. Hebatnya lagi mytic tpi main kyk bru main ML. Adil dari mana? Mnang 1 X kdang kalah bisa 7 X, mnang 10x kdang klah belasan kali, makin lama makin burik ja ini game",1
"Masalah terbesar pada game ini adalah pada bagian matchmaking yabg seringkali sangat tidak adil. Matchmaking selalu didasarkan pada win rate, tetapi jika pada setiap match selalu mendapatkan player tim yang memiliki win rate rendah, sedangkan musuh memiliki tim dengan win rate yang tinggi. Ini akan menyebabkan win rate semakin menurun akibat lose streak. Mohon pada developer untuk memperbaiki sistem matchmaking yang seimbang dari kedua belah tim.",1
"Game paling buruk yg gw temuin🙏..game aneh,,,stiap draft pict lag,,emblem gnti sndiri..game sampah,game burik,game sistem ga adil,,jdi gini,,musuh bego,tim gw harus lebih bego kata monton,,musuh jago,tim gw masih bego,,trs jaringan juga sampah burik,,",1
"Gamenya bagus,tapi tolong perbaiki masalah pada pembagian team,karena terlalu sering ketemu/seteam dengan darksystem ( SAMPE MAMPUS ).Lalu selalu saja,saat saya sedang winstrike langsung kalian kasih darksystem,sampe turun lagi rank.*TOLONGGGGGG PERBAIKI*🙏Jika keseringan seperti itu,ya mending ganti ke game sebelah.Memang kalian sering membagikan skin gratis,tapi ya klo gini mah sama aja boong.Player kalian kasih senang dengan skin gratis,langsung di buat stres karena seteam dengan darksystem.",5
"Game kikir u udah banyak yg ngeluh tentang kakurangan game nya malah ngga pernah di respon plis lh , kalo ada keluhan dari player tu, di respon langsung di benerin bag atau apapun yg bikin Players mles main game nya, dan satu lagi plis bikin mode/metode yg bisa mendeteksi akun yg bermain curang seperti(menggunakan roam wangi ,menggunakan jasa joki dan lain sebagainya)agar pemain itu bisa meningkatkan skil nya",1
Ketika aku bermain game ml ping di atas 130 lebih Padahal kalo di lihat dekat map hijau. Jadi tolong bagi developer untuk membuat game jadi lebih ringan Padahal hp saya mendukung game yang besar seperti genshin dengan ff.jadi tolong di berikan jawaban nya,1
Cobalah monton ram aplikasi nya ringannin sikit soalnya hp saya hp kentang pliss ngertiin saya udah hapus banyak foto masih aja ga bisa gimana foto saya pada hilang mau di balikin ga bisa sial banget tapi ga naik naik angka download untuk main tapi masih aja sama lama lama saya uninstal game mobile legend malah pindah ke honor of king pliss ngertiin deh mon ya allah trus dark sistem nya kurangin saya cape main gini trus mana abis reset season gimana tolong ya developer Mlbb indonesia semangat !!,5
"Bagus banget keren, Jujur saja saya sangat kecewa karna setiap main selalu sendat Mulu di jaringan padahal jaringan bagus, juga kadang saat masuk game nya ngk bisa bergerak karna sinyal, dan harus restad ulang game nya, juga makin kesini setiap main selalu saja sinyal buruk padahal sinyal selalu bagus, ayo tingkatan lah sinyal nya biar main ngk ngeleq mulu",5
"update terbaru bikin smartphone cepat panas sudah di coba di dua smartphone dengan chip snapdragon 845 bisa mencapai 45°c sebelum update hanya mentok 40°c ku harap ini bisa di perbaiki dikarenakan sangat mengganggu gameplay, grafis bawaan game adalah tinggi dan frame rate tinggi. Game sangat buruk pada cs bot silvanna saya ingin mereport player yang melakukan feeding dengan sengaja tetapi dianggap tidak melanggar peraturan, saya harap ini segera di fix dan ganti bot menjadi manusia asli.",1
"Game yang buruk dalam pencocokan pemain, tidak pernah seimbang dan selalu berebut role dalam pemilihan hero. Bahkan gamplay dari tim acak yang sangat buruk serta pencocokan rank yang tidak jelas sehingga selalu tidak seombang antara tim sendiri dan tim musuh",1
"Tolong di simulasi untuk player yg berskill dibawah rata rata (CACAT!!!!!) mohon sekali player yg terkategori tersebut di ban aja sekalian,biar ga buat darah naik,tolong sesekali di patroli,yg skill nya cacat tuh dibuang lah,itu sama aja kayak virus yg menganggu kenyamanan bermain,capek moonton,lu tau ga,gw sehari maen tuh kek cuma 45% menang nya Karna org berskill cacat berada di tim gw",2
"Gw kasih bintang 1 karna beberapa hal 1.draftpick ga seimbang (kadang dapet team bot) 2.ngasih point kayak asal, maksudnya saat musuh yg nilai akhirnya 6,0 dia dapet silver sedangkan gw yg dapat nilai 6,0 atau diatasnya dikit malah kayu, LoL 3.sering dapet team troll 4. Kadang di ingame malah ngelag² padahal jaringan bagus Ada yg bilang karna servernya lag dan ada yg bilang, musuh menggunakan aplikasi larangan (cheat) Udh itu aja.",1
Ngga bisa login setelah mau ganti device harus verifikasi email tapi ga muncul pesan verifnya ke email. Tolong bantu di fix atau kasih solusi. Udah nyoba banyak cara tapi sama sekali nggak ada yg membantu,1
"Apalah macthmaking gak jelas, penilaian yang coklat silver kuning itu juga gak nyambung giliran tim yang paham main dan paham kondisi malah coklat giliran yang main gak bener kill hasil nyampah doang dijadiin mvp,ngotak dong. Percuma bagi bagi skin gratis bejibun kalo masih begini macthmackingnya. Tolonglah diperbaiki macthmaking nya, di perketat lagi soal penilaiannya, tolonglah moonton kalau saya kalah juga itu wajar tapi ya gak win 1 lose 5 juga diperbaiki lah 😮‍💨😮‍💨",1
Game ini sangat bagus karena bisa main offline dan online tapi kalo online sinyal nya jelek jelek sih kalo offline sinyalnya bagus banget sinyalnya itu 60fps aku beri 5 ranting,5
"Tolong lah saya selalu ketemu dark sistem mulu kadang saya cape juga, tolong banget diperbaiki y,dan tolong jika saya spin itu tolong banget kasih skin itu sesuai hero yg kita punya jangan malah yg laen kan jadinya ga kepake😞,saya kasih b4 dulu,saya masih kecewa sedikit.",4
bagus buat kalo gabut tapi ada 3 bug 1.game nya macet terus gk bisa gerak padahal jaringan bagus 2.suka ada teman satu team rebutan lane 3.game nya gampang ngelag padahal jaringan bagus tolong di perbaiki oleh pihak mobile legend,4
"Moonton mohon perbaiki masalah pembagian tim ,masa tim bot musuh jago semua. Ga seimbang jadinya,Ama jaringan di kondisi kan saya pakai nonton tiktok lancar giliran main lag parah",1
"Walaupun game ini sudah baik karena sering kasih skin gratis ampe skin kolektor tetapi disisi lain jaringannya tuh drop bgt ampe banting hp dan game ini udah gak ramah sama solo player, karena histori gua tuh jelek apalagi kalau di epic beeh langsung ada yg egois, ngambekan, fomo pusing dah selain itu lainnya ok² aja, jadi tolong jaringannya dioptimalkan dan dark systemnya ya mas montoon",3
"pantesan pada pindah ke game sebelah, ngasih tim aja ga bener udah gitu musuhnya jago jaringannya ngeleg padahal sinyal nya ijo banyak bug lagi lama lama gue pindah game aja kalo ngasih tim beban",2
Naekin rank nya susah pas diepic dapet tim yang darksistem terus lawan nya yang jago jago ml plis lah kasih keringanan pada kami yang masih kecil ingin bermain tapi tim nya sangat cupu dan musuhnya jago jago jadi tolong lah kalo udah kalah berkali kali kasih ster protection yang banyak 🙏🙏,1
"Kepada developer yang tercinta terbaik tolong ketika awal season kasih tim yang bagus kepada player solo saya dari honor 37 ketemu tim yang dari legend 1 ya kalah lah,sedangkan musuh dapet nya yang dari imortal tolong sistem nya di perbaiki lagi ya developer tercinta",1
"Untuk pihak moonton , tolong ya masalah penyimpanan data jgn terlalu banyak memakan memori dan ram . Karena kasihan bagi player yg hpnya tidak memadai , kalau tetap begitu nanti akan banyak player yg pensiun karena device yg tidak memadai",4
"Harus di perbaiki beberapa skin mahal yang efeknya sangat-sangat biasa saja, terdapat beberapa bug pada player yang sering membuat kesal. Tentang sistem match making yang tidak adil, tim musuh di beri player jago yang ngerti main sedangkan tim saya di beri player feeder, nyusahin team, dan toxic. Tentang beberapa Hero dan salah satunya Hero Layla yang dialognya di beberapa player hanya terdapat 3 dialog, sedangkan aslinya banyak sekali dialog Layla, mengapa sering terjadi bug? Kapan di perbaiki?",2
Moonton ga guna untuk event ulang tahun mobil legend udah tahun berlalu tetep saja tidak ada penyeimbang dalam permainan saya tiap hari kalah terus menerus mendptkan tim yang tidak berguna tiap hari kalah naik padahal skill saya lumayan tapi tim nya aja yang kurang lumayan semoga update nya lebih bagus saya bakal kasih 1 bintang.,1
"Makin kesini makin ga jelas montoon, banyk bug aneh, sinyal nya parah banget, trs jga sering kehilangan koneksi pertandingan yg membuat saya sering afk karna hal itu. Tolong lah montoon diperbaiki masalah sinyal saat game berlangsung, makin kesel karna setiap main sinyal nya parah banget, padahal koneksi internet saya bagus dan baik² saja",3
"Mnnton kon bangs sinyal bagus liat apa aja bisa tapi giliran main rank malah lag padahal sinyal hijau bagus tapi lag sama ada lagi hey moonton saya udh habisin banyak kuota buat main masih aja lag udh gitu ada lagi sinyal bagus eh tiba tiba meng hubungkan kembali jadi artinya moonton 1 kikir 2 sinyal bagus di bikin lag 3 niat ngeluarin to hero malah lag banget 4 pas relog malah loading ulang 5 saya main udh menang kill banyak malah lag artinya moonton kon, bangs",1
saya kasih bintang 3 soalnya pas main tuh ya isi ngeleg game nya bagus cuman isi ngelag aja apalagi sekarang pas masuk di permainan nya lama banget nunggu nya dan pas Hiro nya mati kok lama banget ya kak nunggu nya ya sampe 35 gitu pernah sampe 42 nunggu nya tolong di perbaiki ya kk🙏tolong di perbaiki karena saya itu tidk bisa main di clasic ataupun di rank tolong di perbaiki,3
"Males main game ini, daridulu gk pernah bener match making ny, gk rekomen buat jadi sebuah game, abis,kerja mah main game yg membuat kita tenang eh ini malah tambah stres, udahlah emng bener lebih baik ketempelan artefak def digenshin daripada main game ini. Dah cape gw, mau lu kasih hadiah diamond kuning kek, full skin legend, pokok e gw gk mo main game kutukan ini.maka e jgn heran kalo pada pindah ke HOK. Mohon sistem matchny diperbaiki.",1
"Skrg lebih sering ngelag pas waktu pertandingan apalagi pas seru"" war tiba"" ngelag padahal sinyal full hijau tiba"" ngejump, terlebih lagi penyeimbangan macthing sekarang kurang sesuai banyak yang benturan lane,dan tidak seimbang",1
Tolong moonton perbaiki bug di akun saya soalnya skin hayabusa yg saya miliki mengalami penurunan kualitas efek skin padahal sudah pakai grafik ultra kenapa bisa begitu moonton efek skin hayabusa saya jadi menurun kualitas efek nya,1
"buset dah udh bnyak update aja masi tetap sistem matchmakingnya rusak anjg,ga imbang ksi tim bdoh semua,giliran musuh nya jgo² hadehh,update mulu tuh grafik, sistem matchnya g ada perubahan.",1
Sangat menyenangkan geme ini saya menyukainya karna ini sangat seru dan kita dapet bermain dengan teman. Tapi saya tidak suka karna saya tidak pernah ke epik sekalipun karna banyak kawan yg gk bisa main. Dan juga di geme Mobile Legends bang bang. Banyak hero hero yg hebat masing masing memiliki tugas nya sendiri seperti roame di isi oleh hero tenk yang memiliki darah yg tebal dan kalo mm di belakangnya roame Agar bisa lebih mudah mengalah kan musuh dan di geme ini ada juga sekin yg bagusssss,5
"Aku kasih ini dulu gatau sekarang ml jaringan aneh padahal kuota gede jaringan full, pas main game sinyal aneh kek ngebug gitu, padahal di game lain online sinyal lancar"" aja, pas login ml pas rank sering naik turun kek ngebug,. TERIMAKASIH MOONTON SEMOGA KAMU MENDENGARKAN INI, DAN MEMBACANYA, TIDAK HANYA, FOKUS MENGELUARKAN HERO BARU DAN SEKIN GRATISAN, soalnya aku butuh main lancar bukan hero dan sekin baru",4
Hanya 1 kekurangan game ini sejak saya maen sampai 8 tahun ini . Tolong SINYALNYA di stabilkan . Dan tolong juga stabilkan size gamenya biar gak besar amat . Walawpun sudah ada pengaturanya . Semogah saran saya di tanggapi . Trimksih .,3
"Gamenya bagus tapi banyak tim sendiri yang tidak bisa main seperti computer sedangkan tim lawan jago-jago jadi bikin marah.pertandinganya kalo bisa di perbaiki karena sangat buruk sekali .kalo bisa saya kasih bintang 0,5",1
"Game tersampah dari seluruh game, masa tim dikasih yang mainnya ga bener, udah susah payah carry the game, ehh malah kalah gara² tim beban, buat moonton tolong di benerin dark sistem, lama lama makin bosen main game sistem rusak ini",2
"emg si ni game udh ga KIKIR lgi tpi makin kesini kok makin banyak DARK SYSTEM nya yaa? apalagi klo masalah JARINGAN yng suka NGELAG PARAH padahal jaringan gua bagus bagus aja buat yng lain, benerin tuh JARINGAN dlu tot. jaringan yg awalnya hijau tiba' nge freeze trs jdi merah BENERIN TUH MOONTON!! bikin playernya pada males main aja lu, mending pindah game sebelah klo terus terusan kya gini.",1
Game ya bagus horo ya juga makin banyak jadi gak bosen kalau soal Hero kalau untuk pemula pasti pake hero balmond atau gak dyroth soalnya hero itu gampang di mainin gak kaya ling susah paling belajar ling 2 Minggu aku aja bisa pake pani ling yin sun sin ya itu aja makasih game ya gak kaya game honor assalamualaikum Dada,5
"Bintang 2 dulu soalnya banyak update buru""bagus malah bnyk bug and lag Kalo ngasih tim yang bener kah kocakkk Hapus dark system lah moonton minimal kasih player yg paham main dan rotasi Udah segitu aja.",2
saya mendapatkan pengalaman yang kurang baik saat bermain hal itu baru saja terjadi jadi ceritanya seperti ini:saya bermain mobile legend seperti biasa dan pada saat pertengahan game hp saya mengalami force close dan saat saya login untuk menyambung ulang game nya lama sekali masuk ke in game nya dan pada saat tim saya sudah kalah baru masuk ke in game mungkin itu saja dari saya semoga update kedepanya ketika menghubungkan ulang game itu lebih cepat agar tidak merugikan player,4
"Developer kurang literasi,masa orang yg nggak berkata kasar di mute 3 hari loh :( apasih maunya nih game udahngasih team ngasal ngasaan pula match-nya nggak imbang musuhnya pada jago teman etim kayak computer yang bener aja develop mohon diperbaiki sistem match-nya gara² dapat tim nggak seimbang bikin lose strike Mulu.",1
Gamenya bagus tapi terlalu berat mbnya penguna hp kentang jadi susah main plus gak bisa masuk ke dalam game lag plus punya temen tapi gak bisa mabar karena mbnya berat mohon diringankan mbnya seperti saya tidak bisa masuk ke dalam game plus hp saya kentang,3
"Montoon kalo kasih team yang bener lah, setiap kali main dapat tim beban, tol*l,buta map, maruk buff, gak bisa pick hero, selalu pake item asal asalan, duo bucin beban, kebanyakan bacot. tolonglah monton.🙏😥😥",3
"Gamenya abgus tapi banyak bug, ngelag, suka gk bis alog in jadinya harus hapus lalu instal lagi, jadi kurang,lalu tolong montoon jangan pilih kasih gw dapet tim dark sistem mulu TIM MUSUH NGGK capek tau gk!",1
"dear moonton, tolong perbaiki sistem matchmakingnya, percuma ngadain event skin gratis tpi matchmaking masih hancur, ketika main solo tim yang di dapet tidak seimbang sama musuh, apalagi awal season seperti sekarang, musuh yang kita dapat ex glory sedangkan tim yang kita dapet malah penduduk asli tier epic sama legend, dan ketika pakai hero mmr itu selalu banyak kendalanya, mulai dari dark sistem, jaringan tidak stabil dll, itu yang membuat para player tidak nyaman, semoga kedepanya makin adil..",2
"Game bagus, grafik Ultranya HD, tpi banyak dark sistem, dan banyak orang yang toxic, ngejek, dan sebagainya. Terus juga kalau lagi lose streak gk ngotak turunnya 3 bintang - 4 bintang",4
"Game nya bagus keren juga enak bisa main sama teman teman juga tapi ada 1 masalah,masalahnya tuh kalo match pertama dapat dark sistem tuh trus main lagi main lagi tuh dapet nya dark sistem terus jadi mohon Devolover perbaiki lagi atau pun kalo sehabis main kalah tolong seting lagi jadi biar dapat team yang enak gitu🙏🙏",5
